step,mean_train_acc,std_train_acc,mean_val_acc,std_val_acc,log,thetam,algo_perc,dataset,bs,rob,project,layers,input_dim,same_random_classifier,rm_pixel,binarize_dataset,save_results,epochs,seed,train_dim,n_runs,device,algo_layer,thermometer_bits,freeze_last,k,grouping_factor,epoch_interval_switch,prob_reinforcement,prob_update,val_dim,rescale,freeze_first
32.0,99.29,0.0927361849549577,92.06,0.4731807265728395,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
33.0,99.293,0.08967162315917,92.21,0.6077828559609098,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
34.0,99.357,0.0651229606206607,92.14,0.609425959407703,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
35.0,99.389,0.0725878777758383,92.27,0.5075431016179817,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
36.0,99.45000000000002,0.0913236004546465,92.2,0.7700649323271391,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
37.0,99.448,0.058446556784811,92.385,0.4939888662712966,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
38.0,99.455,0.0646915759585448,92.1,0.4801041553663146,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
39.0,99.51,0.0428952211790564,92.275,0.5586814834948434,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
40.0,99.521,0.0742226380560559,92.13,0.4567274898667697,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
41.0,99.559,0.060074953183502,92.23,0.4712748667179244,False,0,cp+r,synthetic,100,33,bnn-synthetic-localloss,135_135,,False,False,False,True,50,42,,10,0,one,0,True,1,45,0,0.5,1,2000,False,False
